"CAC-L","CMF-L","CCM-L","CNU-L","ETL-L","FPL-L","FSF-L","IPL-L","ITL-L","ISL-L","IMC-L","LOL-L","LOF-L","LGL-L","MOF-L","MTL-L","PHL-L","PCL-L","PPS-L","POS-L","PTS-L","PCR-L","PTC-L","PCC-L","PRC-L","PCN-L","RAC-L","RMF-L","SFL-L","SPL-L","STL-L","SML-L","TPP-L","TTL-L","CAC-R","CMF-R","CCM-R","CNU-R","ETL-R","FPL-R","FSF-R","IPL-R","ITL-R","ISL-R","IMC-R","LOL-R","LOF-R","LGL-R","MOF-R","MTL-R","PHL-R","PCL-R","PPS-R","POS-R","PTS-R","PCR-R","PTC-R","PCC-R","PRC-R","PCN-R","RAC-R","RMF-R","SFL-R","SPL-R","STL-R","SML-R","TPP-R","TTL-R"
674.55,705.7,587.35,638.39,302.56,517.78,449.21,724.64,420.77,605.55,434.97,697.48,548.81,470.94,485.75,535.65,507.21,371.29,708.05,828.66,773.88,628.76,556.32,484.74,601.63,595.39,735.7,955.51,882.79,732.87,603.73,639.5,333.27,590.18,725.66,667.04,696.94,621.49,322.36,570.19,402.68,694.29,442.91,618.45,427.04,599.99,575.1,431.53,544.45,597.9,478.37,372.77,721.45,872.12,864.42,592.4,575.38,475.9,609.7,552.88,805.38,891.19,851.29,679.58,669.53,628.5,418.1,613.83
673.98,706.39,579.12,639,301.3,520.13,449.01,724.22,422.2,604.62,436.73,694.03,549.57,470.67,482.6,536.69,508.01,372.19,707.5,828.33,772.76,628.91,557.06,483.39,601.79,596.22,734.67,957.53,883.54,733.98,601.86,639.89,330.51,583.59,723.65,670.01,732.8,620.06,330.25,571.87,401.92,694.35,442.03,617.28,427.83,597.94,573.71,430.81,541.92,597.38,480.04,369.72,719.8,874.39,864.38,591.94,575.96,475.21,610.96,552.33,803.69,892.06,852.48,680.47,667.54,628.08,420.7,602.61
673.57,706.42,591.31,638.51,304.31,518.68,449.05,724.8,420.58,607.17,436.87,696.85,550.08,471.1,484.5,536.55,507.5,373.31,708.37,829.53,773.83,630.28,556.17,484.46,601.99,595.1,733.84,956.56,882.87,733.86,604.66,640.12,333.53,591.23,723.97,669.64,710.87,620.67,327.09,571.49,403.01,694.95,443.71,619.42,428,600.09,574.69,431.79,543.75,597.49,478.79,370.97,721.97,875.69,868.06,593.93,575.9,476.24,610.22,552.42,805.16,892.3,852.78,680.25,668.4,628.78,417.08,614.44
673.89,706.45,581.66,638.64,302,518.25,447.56,723.55,420.39,603.93,436.48,694.12,548.44,470.12,481.5,534.75,509.18,367.14,707.61,827.75,773.3,628.95,555.97,485.27,601.53,595.09,733.76,958.21,882.72,733.08,600.18,639.8,327.67,583.17,724.33,671.59,710.58,619.74,324.5,573.19,401.08,694.41,442.2,616.57,426.9,598.55,573.03,431.31,540.58,596.48,480.3,372.37,722.35,873.35,864.68,593.05,575.65,475.31,610.93,551.7,801,891.84,852.39,680.93,667.22,628.39,418.2,605.46
673.24,705.32,583.33,638.23,304.1,519.92,448.76,723.77,421.18,607.84,434.61,696.83,551.29,471.32,484.55,537.04,507.44,372.26,708.22,832.85,774.32,630.7,556.59,483.89,601.56,594.13,734.12,956.7,881.85,733.81,605.1,640.47,333.34,587.26,724.31,669.53,702.92,621.02,327.29,569.74,402.4,694.33,442.64,619.45,427.67,599.64,574.94,431.27,541.41,597.3,478.85,372.61,723.63,873.87,868.38,592.47,575.92,474.93,610.43,551.04,804.05,891.89,850.95,680.08,668.96,627.91,417.56,606.96
675.85,707.88,585.56,640.01,299.42,519.83,447.48,724.4,421.37,605.73,435.12,694.72,549.28,469.99,481.61,535.64,508.22,368.39,709.67,831.8,774.92,628.43,558.16,485.13,602.39,595.47,734.62,960.64,883.85,734.61,600.32,641.62,323.12,584.9,725.44,672.12,706.85,620.71,324.81,573.46,402.23,694.82,441.63,617.76,426.17,597.89,573.61,430.23,539.28,596.58,480.74,370.73,721.83,875.83,868.95,592.83,576.52,475.77,610.42,552.22,800.71,893.94,853.73,681.63,667.35,629.27,417.29,605.31
674.6,705.66,586.64,637.33,306.88,514.86,448.09,722.59,419.96,606.82,434.71,695.68,549.61,469.85,483.75,535.44,507.31,369.74,708.63,831.16,774.67,627.57,556.56,483.64,601.55,594.21,730.1,957.17,881.87,733.23,603.79,639.8,334.24,586.64,723.82,670.22,712.66,619.57,328.5,573.39,402.08,693.97,442.58,620.09,425.44,597.56,575.39,430.22,541.77,597.04,478.89,371.05,724.14,874.95,867.96,590.83,575.48,475.32,610.19,551.34,800.76,891.3,851.3,680.28,669.51,628.66,414.08,605.86
673.09,708.03,600.82,637.69,299.9,520.59,448.07,726.1,421.98,605.94,436.52,694.86,550.06,469.78,482.49,537.22,507.73,369.23,709.74,832.68,775.97,627.04,557.25,485.36,602.84,595.02,733.36,959.05,883.68,733.32,602.29,641.35,323.72,586.13,724.47,671.56,705.11,621,327.25,573.54,401.62,696.3,441.18,619.67,426.25,598.3,573.57,431.71,540.37,597.8,479.71,372.04,722.59,877.82,869.35,591.52,576.16,477.35,610.99,551.53,802.26,894.53,852.48,680.72,667.69,629.41,415.16,610.58
672.28,707.88,608.74,637.76,301.97,518.21,448.82,724.8,422.26,606.77,435.86,695.06,550.25,469.74,482.82,538.91,507.27,371.03,708.27,830.79,775.05,627.77,556.97,483.05,601.84,593.97,731.44,955.47,883.17,733.54,604.51,639.77,331.02,587.51,721.92,672.44,697.01,618.98,332.26,571.24,400.81,695.79,442.02,618.83,427,598.23,574.13,430.02,540.55,596.95,480.17,369.62,725.16,875.42,869.52,590.04,576.09,474.46,609.95,550.89,799.54,892.64,852.14,681.03,668.44,628.02,419.73,604.24
675.97,708.16,591.3,637.82,302.01,519.41,447.97,724.53,421.24,606.18,435.84,694.21,550.17,469.76,481.31,536.86,507.13,368.92,709.41,833.33,776.88,629.52,557.48,485.03,602.7,593.79,734.64,959.85,883.54,732.87,601.1,640.91,322.11,588.79,724.46,672.72,699.45,619.87,321.18,576.52,401.13,695.38,440.83,618.15,426.85,598.23,574.77,431.07,540.61,597.86,478.6,369.23,723.49,879.63,868.24,592.3,575.77,477.14,611.67,550.77,802.01,894.62,853.25,679.73,667.49,627.77,416.82,609.33
673.03,707.78,586.34,636.98,300.62,516.97,446.6,724,419.93,604.96,436.99,693.9,548.93,468.93,481.99,534.55,507.72,368.39,706.44,831.31,773.2,627.02,556.28,481.95,601.47,594.09,729.95,956.34,881.81,732.71,599.77,638.97,330.09,584,720.61,669.44,718.33,619.02,329.4,571.34,400.64,693.65,440.53,618.2,425.61,597.63,573.75,429.28,541.84,596.86,479.8,370.6,721.18,874.55,866.74,591.13,575.49,473.65,610.14,549.94,799.45,891.63,850.04,679.54,666.25,627.06,412.38,602.81
675.28,706.45,591.67,636.97,304.82,518.95,448.71,723.39,420.76,607.09,435.21,694.98,549.74,469.47,481.85,535.16,507.44,371.84,709.96,831.26,774.89,628.09,557.36,485.11,602.01,594.72,734.92,958.95,883.43,732.51,602.91,640.47,330.55,588.75,725.18,669.03,698.12,618.7,326.17,573.97,402.06,693.85,441.61,619.05,424.63,598.99,574.28,431.3,542.78,597.98,479.89,371.88,722.36,874.66,866.97,592.36,576.22,475.62,611.2,550.52,804.88,894.22,852.69,679.75,668.43,628.13,414.6,609.52
673.07,705.36,574.46,636.65,301.23,515.93,447.15,722.47,420.94,604.14,433.91,693.29,548.48,468.21,480.4,535.56,507.21,368.14,708.57,830.63,774.14,626.35,556.82,484.19,601.87,593.24,734.01,955.83,881.81,732.92,600.01,640.68,327.96,584.8,722.42,668.53,713.16,617.19,327.29,574.47,400.85,693.15,441.25,616.72,425.09,596.59,573.88,429.71,541.93,596.98,480.12,370.23,722.16,873.49,864.64,590.22,576.03,475.19,611.31,549.98,802.22,890.8,850.68,679.75,667.38,628.35,412.23,605.68
672.57,704.24,585.35,636.26,304.35,518.11,448.47,721.75,420.98,607.82,432.85,695.15,548.95,469.59,481.01,536.3,507.74,371.04,708.71,830.13,775.72,626.84,557.02,483.1,602.02,593.39,732.62,953.92,880.38,732.93,603.23,641.17,333.42,590.1,721.93,670.22,694.1,615.51,329.94,573.7,401.41,694.35,442.76,619.63,423.45,598.57,573.9,430.24,542.26,597.91,479.72,372.49,722.12,874.94,868.45,590,577.12,474.24,611.46,550.75,804.77,892.39,851.46,680.67,670.71,629.78,420.68,611.39
675.89,704.14,595.65,636.65,299.88,514.23,446.97,721.36,421.09,604.02,433.26,693.21,547.97,467.42,481.4,535.76,508.8,367.04,707.19,826.5,773.85,625.67,557.2,484.37,601.73,593.99,730.46,953.66,880.6,734.28,599.34,640.37,323.58,585.37,723,669.11,693.33,616.51,322.5,572.54,400.23,695.47,442.65,617.22,424.14,596.84,574.56,429.12,543.43,596.82,480.12,369.22,721.65,873.7,866.39,589.61,576.1,477.27,612.65,551.4,801.57,892.05,850.64,682.57,666.72,631.08,415.29,612.12
675.94,704.05,574.68,635.08,304.4,517.37,447.64,718.84,419.15,607.03,432.18,693.72,548.12,468.36,480.13,534.66,509.24,370.59,707.5,825.79,771.18,624.91,556.98,483.75,602.53,593.06,728.81,954,879.51,733.98,601.81,640.25,337.16,587.68,723.98,669.92,705.46,614.24,329.12,573.6,401.56,693.36,443.62,619.38,423.09,597.13,573.38,429.26,542.67,597.54,482.6,370.04,723.12,877.81,871.36,588.58,576.62,475.61,612.11,550.25,800.86,892.9,852.21,682.32,668.33,630.39,421.99,611.74
673.45,703.7,589.89,633.88,303.3,512.93,447.4,720.3,419.03,605.36,431.43,692.82,547.39,467.33,480.63,534.7,509.33,369.81,707.89,825.83,773.46,623.32,556.75,484.34,602.37,593.16,728.42,951.95,880.36,732.88,600.97,640.94,323.77,586.19,723.07,669.18,697.32,613.36,323.45,569.78,399.84,694.29,441.76,619.66,423.19,596.91,573.03,428.47,542.74,594.83,481.73,369.18,721.98,872.96,867.53,588.67,575.93,476.42,613.35,550.28,798.75,892.57,850.62,682.23,666.96,631.24,414.95,607.13
674.6,702.56,586.64,633.24,303.08,511.21,446.83,717.23,419.17,605.89,430.62,690.6,547.84,466.75,480.73,533.72,510.68,369.86,705.69,824.18,771.51,624.04,556.08,482.95,601.44,591.47,727.35,950.66,878.35,730.99,600.38,639.67,334.79,584.08,720.86,666.79,679.96,611.2,332.21,570.28,400.13,691.5,441.26,618.22,423.12,594.27,573.28,428.22,543.29,595.21,482.7,370.28,721.54,874.32,865.93,587.57,574.19,475.13,612.08,549.74,800.17,891.04,849.38,680.34,667.3,629.49,415.73,606.93
672.96,703.88,584.28,635.32,305.6,512.49,448.04,720.97,419.47,605.31,430.85,692.59,549.43,467.42,482.16,535.1,509.09,372.1,707.19,827.16,773.51,624.55,556.06,484.35,602.11,591.36,730.84,950.25,879.77,730.79,603.15,640.18,330.28,589.42,723.59,668.09,708.32,615.23,316.84,567.08,399.5,694.76,441.33,620.71,423.74,596.71,574.39,427.92,543.4,594.96,481.64,370.11,721,874.33,865.38,590.18,574.24,476.24,611.92,550.23,804.06,890.53,849.78,679.76,668.08,630.03,419.06,612.25
673.69,704.25,581.28,635.65,302.84,511.32,446.3,719.87,418.47,605.53,433.09,689.91,549.19,467.01,481.46,534.3,508.76,369.65,707.86,829.5,774.38,626.11,555.9,484.37,601.36,591.77,729.9,950.22,879.28,730.29,600.28,639.44,334.85,582.58,721.14,669.2,712.9,612.55,328.9,568.75,399.62,694.29,440.97,618.24,424.61,594.39,573.45,427.38,544.92,595.04,481.44,369.56,723.32,876.84,867.31,589.41,574.37,475.9,610.27,550.06,801.97,890.38,850.39,680.16,666.68,628.43,418.89,609.03
672.48,705.97,579.62,636.09,305.12,512.18,448.33,724.97,420.68,604.9,432.41,693.22,551.34,467.59,483.1,536.89,508.9,371.6,709.68,832.55,777.17,626.45,556.34,485.8,602.34,593.79,731.49,951.95,882.86,731.12,603.74,642.02,332.54,589.32,723.83,670.34,721.98,615.96,323.18,567.3,400.4,697.63,441.34,618.45,426.17,596.81,574.32,428.69,543.87,597.01,480.42,370.95,722.85,876.92,868.1,591.5,575.09,476.39,611.32,552.67,805.32,890.72,852.27,680.22,667.4,629.81,419.45,612.06
671.34,707.14,585.77,636.29,302.67,512.69,448.23,725,420.78,603.38,435.82,691.09,548.17,468.51,482.37,536.21,510.25,369.87,708.84,831.49,774.95,626.94,556.23,484.15,601.39,594.7,729.33,952.15,882.11,731.42,598.73,641.16,335.2,580.69,720.41,671.85,746.73,615.63,332.33,571.85,400.58,696.62,441.59,615.44,427.24,595.76,574.02,428.27,545.52,597.64,481.42,370.36,722.94,876.99,866.91,589.66,574.61,476.16,610.65,551.95,800.3,890.01,852.43,679.68,665.66,627.84,420.66,599.57
673.41,708.08,595.53,636.62,305.38,515.35,449.16,727.64,421.16,605.99,435.7,695.69,551.36,469.57,485.08,538.98,509.15,373.18,710.75,835.05,777.83,627.03,556.61,484.86,602.12,594.93,732.02,956.42,884.35,732.63,603.07,642.72,332.11,587.69,721.38,672.62,718.93,619.27,322.34,569.21,400.81,698.54,442.39,616.28,427.57,600.01,573.84,430.43,543.8,598.94,479.61,372.25,721.95,879.59,868.83,592.14,574.97,475.34,611.05,553.07,807.18,892.97,854.55,680.47,667.78,629.88,424.26,609.31
670.95,708.34,566.86,637.5,301.49,512.65,447.71,727.05,421.95,603.46,435.81,694.04,550.32,469.21,483.19,538.18,509.92,368.3,711.15,836.3,779.57,627.8,557.77,485.55,602.65,595.53,731.48,956.85,883.71,734.25,600.68,642.96,333.55,583.32,717.96,673.04,709.9,617.34,327.31,574.45,401.23,697.35,442.52,615.6,427.31,598.27,573.28,428.8,544.7,597.92,481.14,368.2,723.7,879.89,868.5,591.55,575.61,475.12,610.87,552.72,799.47,891.46,854.2,682.3,665.59,628.77,420.91,603.8
672.16,708.49,596.75,637.24,303.5,518.68,449.56,728.57,421.84,605.55,434.7,697.52,553.18,470.21,485.75,540.15,509.11,373.13,712.38,839,782.35,628.53,557.93,485.72,603.17,593.84,733.55,956.27,885.07,733.52,604.31,643.73,334.94,588.03,719.93,671.29,696.65,618.69,328.69,571.23,400.99,697,442.93,617,423.94,601.49,574.71,430.98,545.54,598.63,479.4,369.66,722.16,880.71,870.17,593.45,576.94,474.4,611.48,551.06,805.08,892.88,854.08,681.62,666.75,628.82,425.74,610.32
671.56,708.33,577.41,639,302.76,514.32,449.23,726.31,422.02,604.05,434.85,695.99,550.16,470.14,484.49,540.88,509.15,367.48,712.36,837.39,782.55,627.74,557.94,483.47,603.16,593.56,733.18,956.05,882.91,733.81,602.52,642.08,332.37,583.57,715.64,668.98,714.86,617.75,327.94,569.45,400.41,693.65,441.79,614.51,424.25,600.2,573.16,429.5,543.89,597.48,481.07,367.48,721.16,879.05,865.17,591.77,577.35,473.53,610.97,549.56,800.37,887.95,851.29,681.28,666.45,626.77,424.26,600.84
671.32,708.18,587.91,637.06,302.82,516.96,450.23,727.04,422.71,605.74,433.24,699.61,552.85,470.3,487.1,540.01,508.71,371.03,712.35,840.07,782.05,629.09,558.31,482.82,603.24,593.14,733.97,955.86,884.22,733.4,605.01,642.71,338.71,589.69,719.46,668.94,709.28,618.93,329.68,565.88,403.11,695.15,442.35,617.48,425.68,602.64,575.38,431.59,545.58,598.06,479.89,372.28,720.91,881.69,867.52,593.29,577.94,474.26,610.8,550.55,805.16,890.67,852.56,680.4,666.49,628.3,425.3,608.67
671.38,708.18,585.32,637.62,303.19,516.37,448.06,726.14,422.96,602.54,434.8,695.31,550.58,469.05,485.11,539.26,508.73,368.54,711.15,834.86,779.46,627.75,558.04,483.87,602.62,592.78,733.58,955.42,882.93,733.28,600.65,641.25,331.94,584.05,718.94,670.66,715.62,616.5,329.91,571.57,399.42,694.58,441.26,614.09,424.86,597.87,571.99,430.25,544.17,596.61,479.99,369.1,720.53,878.9,866.35,591.01,576.14,474.64,610.2,550.02,803.55,889.44,852.27,679.97,664.01,627.32,420.72,600.39
672.08,707.21,585.3,636.98,305.47,515.48,449.75,727.04,422.47,606.64,433.7,697.59,551.82,470.25,486.18,539.51,507.13,372.95,710.07,835.66,778.7,627.93,557.97,482.89,602.55,592.73,735.49,954.91,883.26,732.04,603.57,641.39,338.03,590.57,720.88,669.26,696.4,617.65,325.74,568.38,400.22,694.81,441.73,617.7,425.29,600.06,575.39,430.81,547.02,597.02,478.33,370.08,721.09,879.89,868.78,592.77,576.49,473.94,610.17,549.92,806.03,890.09,852.97,679.21,665.67,627.16,424.09,613.17
671.75,707.43,602.67,638.4,303.76,515.61,448.65,726.9,422.23,602,434.8,696.02,549.92,470.59,487.23,538.87,507.77,371.29,709.5,834.02,776.65,628.34,557.89,483.81,602.16,593.28,734.04,954.7,883.66,732.26,600.75,640.94,332.48,580.58,719.67,668.53,698.72,617.3,329.99,573.05,399.44,695.57,440.88,613.98,427.09,598.82,573.97,430.46,546.45,596.68,479.22,370.22,722.02,878.92,864.79,591.33,576.12,474.53,609.77,550.65,803.4,889.23,853.14,679.99,662.62,627.06,425.03,601.14
672.29,707.59,577.89,638.67,304.23,518.15,449.69,725.41,421.84,605.89,435.34,697.24,551.51,470.74,487.19,538.3,507.02,373.54,709.07,834.03,777.49,630.59,557.5,484.56,601.97,593.41,735.6,954.25,883.72,732.81,603.44,640.23,337.81,591.62,720.54,670.7,722.31,617.65,330.08,570.18,401.92,695.38,441.51,618.35,426.02,599.98,575.87,431.08,547.61,597.73,478.6,369.97,721.7,882.73,868.21,593.23,576.05,473.91,610,550.16,806.46,889.92,853.4,679.2,664.87,626.83,421.69,615.6
672.63,707.23,598.88,638.21,305.53,514.03,448.07,724.38,420.57,601.38,435.48,695,548.15,469.25,486.77,537.42,507.86,368.03,708.34,828.25,775.44,628.12,557.65,483.27,602.25,594.34,733.29,954.5,882.92,732.78,598.98,640.64,331.57,583.21,719.86,668.48,708.42,617.98,322.3,571.51,399.92,694.21,441.52,614.13,426.58,598.21,574.07,429.59,543.76,595.73,478.9,370.78,721.37,875.05,865.05,591.75,575.46,474.15,610.31,550.16,803.31,888.77,850.93,680,662.79,627.85,420.08,603.75
672.65,706.14,591.83,637.39,305.32,518.08,448.7,723.89,420.59,606.52,434.75,696.4,550.97,471.06,486.26,537.46,506.34,373.14,708.24,830.06,775.1,628.29,556.87,482.75,601.05,593.49,733.49,954.85,881.88,731.27,601.97,639.63,333.29,592.81,720.4,666.81,714.77,617.51,329.98,568.99,400.9,691.14,441.46,617.69,424.48,599.6,575.61,430.6,544.93,595.73,478.46,369.86,717.59,877.8,867.04,592.36,574.29,473.69,609.37,548.81,805.29,889.83,849.33,678.18,665.55,626.17,417.39,612.25
672.22,706.04,598.77,637.97,306.11,511.63,448.77,725.38,420.5,602.36,435.88,696.15,549.15,470.05,485.29,537.76,506.44,369,707.31,827.06,773.63,625.08,557.34,483.75,600.54,594.16,733.02,952.92,881.82,732.04,599.58,639.31,330.1,582.1,718.28,665.72,721.99,618.26,327.61,567.74,399.75,691.67,438.94,614.6,423.82,600.07,572.75,430.29,542.13,594.43,478.19,369.06,717.73,872.37,860.3,591.93,575.03,471.74,609.74,549.64,800.44,886.7,847.35,678.24,662.68,625.04,417.16,603.92
671.95,706.06,597.07,637.9,307.06,515.38,448.97,723.3,419.81,605.95,435.01,695.48,550.13,470.07,486.2,536.55,506.23,373.61,707.47,831.95,776.19,626.02,556.33,481.51,600.02,593.04,732.64,953.86,881.13,730.5,599.9,639.28,336.5,588.14,716.7,664.04,695.82,617.27,330.85,567.71,400.74,690.41,440.67,616.26,423.52,599.44,573.22,429.77,544.76,595.54,477.46,370.85,717.04,875.63,863.71,591,574.45,471.43,608.66,548.87,803.87,884.58,846.68,676.03,663.59,624.35,419.96,608.73
671.37,706.47,583.86,636.65,303,514.25,447.76,724.25,419.91,601.5,433.96,695.28,549.69,469.27,485.62,539.38,506.59,370.22,707.78,831.7,777.17,624.41,557.37,482.86,600.18,592.44,732.2,952.83,881.35,731.13,599.5,640.08,327.36,581.59,717.84,663.88,704.97,616.12,321.02,567.16,398.81,690.83,439.63,614.36,422.25,598.83,570.94,429.01,541.98,594.05,478.43,368.05,716.58,870.97,858.27,590.15,574.9,472.12,609.41,548.82,799.02,884.23,846.28,676.97,660.39,626.37,417.81,604.09
672.03,705.16,581.4,637.78,307.23,515.84,449.25,722.02,420.09,606.12,433.87,694.76,550.74,470.27,484.54,537.59,507.29,373.53,708.79,832.46,777.96,627.06,556.41,481.84,599.81,593.8,733.34,953.9,880.81,729.76,601.16,639.59,337.91,588.78,717.5,662.98,707.55,617.07,328.32,567.93,399.65,690.35,439.89,615.71,423.21,598.22,572.54,429.62,544.35,595.53,478.37,371.07,719.85,875.43,861.17,591.09,573.92,472.26,608.57,549.45,803.21,886.6,846.9,676,664.56,625.51,417.96,609.94
673.82,707.45,594.46,638.76,303.19,514.49,449.02,726.03,420.56,604.67,434.69,695.96,551.6,468.96,487.13,537.76,506.47,371.2,708.63,832.56,777.9,625.88,557.97,484.05,601.4,595.7,733.06,955.94,883.76,733.01,600.03,641.45,326.53,584.08,720.41,668.89,709.42,618.96,321.33,568.54,398.85,695.84,440.45,616.31,426.2,598.87,573.76,430.49,543.71,596.99,478.22,369.22,720.88,876.18,862.6,592.25,576.16,475.52,610.44,551.96,801.94,887.59,850.99,679.27,662.66,627.3,421.88,610.68
673.78,707.12,587.54,637.73,307.49,511.87,448.09,723.73,420.77,605.42,434.83,694,550.13,468.47,484.55,537.71,507.74,372.29,709.12,832.3,778.65,627.41,556.31,483.17,600.96,595.31,731.71,957.19,881.66,732.18,601.46,640.24,333.99,585.37,719.97,666.14,717.27,617.73,330.51,573.22,400.45,695.21,442,616.37,426.55,595.8,573.81,428.48,545.67,596.62,478.36,371.46,722.73,877.56,865.59,591,573.6,473.58,609.07,551.94,804.62,888.4,851.41,678.91,664.62,626.16,420.32,610.96
674.09,707.6,597.88,638.01,300.65,514.79,448.5,726.78,421.59,605.26,434.33,694.97,549.61,469.11,486.72,536.91,506.83,369.91,709.43,833.59,779.4,626.04,557.32,484.69,602.07,594.77,734.08,957.16,883.97,734.51,599.33,642.51,327.44,585.61,720.44,669.11,729.03,617.88,325.47,567.11,401.08,698.49,442.9,616.4,426.23,598.06,573.91,429.32,545.64,597.97,478.12,372.02,723.49,878.49,867.65,592.26,575.5,475.65,610.08,552.34,804.27,891.09,852.64,681.76,664.86,629.31,419.88,607.11
670.43,706.42,598.01,637.19,306.2,511.25,448.18,723.61,420.95,603.39,432.77,692.97,549.5,468.33,483.01,537.72,507.8,371.14,708.81,830.67,779.8,626.28,555.59,482.26,600.42,593.35,730.02,955.15,881.43,732.66,600.01,640.41,336.83,583.41,717.85,667.1,702.34,613.77,327.65,571.31,400.21,695.27,442.76,615.46,423.95,595.19,572.56,428.05,543.92,596.66,478.42,369.66,721.04,876.98,866.99,589.86,573.58,472.6,609.61,549.16,800.49,889.17,850.98,680.76,663.99,626.75,420.57,603.91
672.98,708.39,584.59,636.91,304.03,513.78,449.29,728,420.76,605.4,433.76,695.99,550.22,469.63,485.29,539.16,507,372.41,710.46,835.07,781.87,626.62,557.41,485.18,601.84,594.3,730.76,956.5,884.39,733.21,600.96,642.8,327.43,589.43,721.33,671.39,691.01,616.35,318.71,567.54,400.33,698.14,443.04,615.19,424.92,598.81,573.44,429.05,544.03,597.66,477.23,370.96,722.45,880.68,867.73,591.81,575.54,474.63,611.23,551.1,803.27,890.97,853.25,681.32,664.23,628.95,421.53,610.76
670.67,707.27,595.32,636.91,302.7,512.48,448.91,725.09,419.51,603.74,433.93,694.18,549.36,468.79,484.03,537.4,507.57,370.67,709.63,833.82,780.33,626.23,557.18,482.85,601.23,594.1,729.15,956.8,882.84,731.75,600.22,640.97,337.77,583.44,719.32,670.16,681.94,615.37,333.32,570.18,400.59,696.17,441.4,615.41,425.81,596.29,573.75,428.61,546.77,597.89,478.08,373.13,721.76,879.45,869.19,589.81,574.8,473.97,609.2,550.65,803.08,890.35,853.61,680.25,664.21,626.36,418.76,602.24
674.61,708.41,604,637.49,303.79,515.3,448.9,728.6,419.85,606.45,433.97,698.07,550.2,470.98,485.87,539.16,507.46,372.1,710.69,836.01,780.87,627.41,557.45,483.63,601.38,594.54,733.78,957.62,885.77,731.78,602.12,642.24,334.18,590.69,722.34,673.61,730.39,619.2,323.86,571.17,401.31,700.16,442.46,618.31,426.61,601.06,574.4,430.24,546.97,599.38,478.18,372.9,724.33,885.22,869.84,592.33,576.5,475.44,611.2,552.29,806.56,894.09,855.63,681.44,667.29,629.76,423.74,613.59
672.46,708.74,588.54,637.29,303.07,510.88,448.19,727.79,420.16,603.48,434.31,695.54,549.21,469.5,486.03,538.51,508.22,369.22,709.07,838.15,780.95,626.45,556.8,483.34,600.57,594.14,731.61,956.25,884.85,730.96,600.81,639.63,334.54,584.17,720.78,672.88,731.13,619.1,331.85,575.48,401.04,698.13,441.37,615.01,426.42,598.87,574.09,429.9,548.28,598.92,478.53,369.55,722.16,881.31,866.76,590.99,575.42,473.74,610.36,551.69,803.89,891.29,855.03,680.4,665.59,626.84,419.55,604.59
674.72,708.33,586.4,638.79,305.85,517.44,449.25,730.2,420.22,605.21,435.64,697.54,552.47,470.25,489.11,538.83,508.04,373.96,711.48,840.11,781.47,626.62,557.74,482.79,602.2,595.04,736.04,957.22,887.35,731.34,603.38,641.09,333.9,589.41,721.6,671.02,699.94,620.47,324.78,570.07,401.85,698.26,441.53,618.1,426.32,601.28,575.72,431.08,549.35,599.21,479.79,373.27,722.91,885.11,869.68,592.32,575.46,474.51,611.29,552.88,807.02,892.67,854.95,680.18,667.23,627.32,425.89,614.71
672.89,708.73,577.98,637.87,301.87,514.54,449.24,728.85,421.92,602.56,437.03,694.69,551.92,469.59,487.25,540.42,507.96,369.84,711.1,835.33,780.85,625.62,557.13,483.25,601.96,594.51,734.6,957.37,884.62,731.56,601.77,640.41,334.63,583.78,717.94,670.44,711.81,618.74,328.41,573.55,400.11,696.37,440.5,616.04,426.37,598.96,575.03,429.67,548.61,597.72,479.87,369.04,718.81,876.99,867.16,591.05,575.86,473.39,610.61,551.19,803.14,890,853.41,679.91,664.74,627.21,420.79,603.01
672.3,708.7,587.63,637.92,306.19,515.92,449.36,729.94,422.32,605.3,435.56,696.36,554.45,469.84,487.35,540.63,507.49,373.2,711.18,837.83,782,626.88,557.8,483.47,602.38,594.43,736.09,958.57,885.86,731.92,604.22,642.2,339.04,590.92,719.67,670.46,681.32,618.7,328.74,572.3,399.86,695.15,440.9,617.15,426.05,600.35,573.69,430.59,547.95,597.19,479.42,372.48,719.7,881.53,869.53,592.57,576.75,473.19,610.05,550.15,805.26,890.49,853.48,679.01,665.99,626.89,421.86,617.72
671.23,707.62,591.03,637.08,302.65,511.04,447.94,727.63,421.87,602.95,435.66,693.86,551.93,469.16,486.07,539.35,508.09,369.26,710.08,834.82,780.56,626.92,557.88,481.97,602.27,593.23,732.59,956.65,883.69,732.39,600.29,641.51,332.62,583.04,719.99,669.76,717.49,615.65,326.91,571.92,398.89,694.11,440.09,614.37,425.82,597.44,572.88,429.2,546.09,596.48,479.57,369.66,719.49,874.02,864.65,591.28,575.81,472.87,611.05,548.84,798.89,886.99,850.74,678.77,662.78,626.74,419.31,603.53
672.79,706.6,599.22,636.39,305.87,513.28,449.74,725.07,422.24,607.43,434.44,695.54,553.9,470.46,485.47,539.37,508.4,372.92,709.18,835.72,780.12,628.16,557.82,482.87,602.4,592.82,734.64,959.32,883.33,732.07,603.79,641.45,338.2,592.63,721.25,669.2,684.02,614.99,326.14,571.36,400.08,694,441.44,618.43,425.44,598.62,574.27,429.7,545.84,597.08,479.66,370.56,720.65,882.36,867.39,591.57,576.84,473.73,610.23,548.76,803.51,891.23,851.42,677.6,665.2,627.27,420.82,616.17
