"CAC-L","CMF-L","CCM-L","CNU-L","ETL-L","FPL-L","FSF-L","IPL-L","ITL-L","ISL-L","IMC-L","LOL-L","LOF-L","LGL-L","MOF-L","MTL-L","PHL-L","PCL-L","PPS-L","POS-L","PTS-L","PCR-L","PTC-L","PCC-L","PRC-L","PCN-L","RAC-L","RMF-L","SFL-L","SPL-L","STL-L","SML-L","TPP-L","TTL-L","CAC-R","CMF-R","CCM-R","CNU-R","ETL-R","FPL-R","FSF-R","IPL-R","ITL-R","ISL-R","IMC-R","LOL-R","LOF-R","LGL-R","MOF-R","MTL-R","PHL-R","PCL-R","PPS-R","POS-R","PTS-R","PCR-R","PTC-R","PCC-R","PRC-R","PCN-R","RAC-R","RMF-R","SFL-R","SPL-R","STL-R","SML-R","TPP-R","TTL-R"
679.95,712.23,590.07,643.25,308.06,517.26,452.25,734.6,423.79,611.12,436.96,701.93,553.21,473.56,489.18,542.34,509.5,372.19,717.25,837.6,787.78,634.78,562.11,485.75,606.45,599.07,738.02,966.83,890.61,740.31,607.17,645.3,334.86,592.35,727.8,681.13,719.96,625.41,326.44,583.28,402.4,704.96,441.89,621.97,427.25,607.21,572.7,434.15,546.76,601.04,483.5,373.75,727.37,889.28,876.59,598.38,581.9,478.3,616.12,555.27,813.93,902.96,863.44,688.14,668.91,632.27,425.64,612.74
676.93,711.33,580.03,642.4,302.88,516.34,451.07,732.61,423.18,607.77,437.38,699.94,550.02,472.66,487.63,542.24,509.93,370.78,715.78,833.64,785.93,633.12,561.62,485.28,605.56,599.24,735.7,965.91,889.05,740.32,603.89,644.56,336.36,586.91,726.1,680.96,728.98,624.07,331.12,588.26,400.81,704,441.86,619.37,428.23,604.23,573.02,432.25,545.4,599.86,484.21,370.36,725.14,883.41,870.73,595.76,580.68,477.06,615.24,555.01,805.5,898.63,861.42,688.41,665.61,631.82,418.21,604.13
680.37,709.41,581.11,642.43,307.58,517.71,451.57,731.82,423.73,609.78,438.19,700.37,550.84,473.47,487.44,541.12,509.18,373.96,715.04,832.42,784.4,634.18,561.11,486.33,604.78,598.75,736.72,965.66,888.26,738.97,605.84,643.81,336.79,592.69,727.93,678.32,711.33,624.38,326.17,584.62,402.6,702.7,443.51,621.35,427.23,606.09,571.51,433.84,546.8,600,483.87,372.33,726.46,884.04,874.04,597.91,580.58,477.25,614.69,554.38,808.68,900.3,860.77,686.22,668.93,630.89,421.58,612.59
678.87,709.97,572.32,642.09,303.11,517.32,451.04,730.41,423.27,608.36,437.63,700.24,550.26,472.83,486.56,540.53,508.98,369.51,714.49,826.84,783.01,632.31,561.48,485.72,604.67,598.3,736.1,964.33,887.47,738.73,603.53,643.9,332.54,586.16,726.96,679.4,705.6,623.33,327.94,589.9,401.25,702.58,441.06,619.17,426.97,603.89,571.38,432.85,542.97,599.3,483.09,371.15,726.1,878.32,870.99,595.95,579.55,477.2,614.77,554.74,806.37,899.51,860.86,686.91,666.19,632.03,417.32,602.64
677.86,708.15,609.51,641.48,306.67,515.96,451.99,729.38,422.39,611.78,435.43,700.23,550,472.91,486.25,540.71,510.17,373.3,714.06,828.53,784.38,631.2,560.06,485.21,604.71,597.04,736.64,962.85,885.04,737.62,606.38,643.51,336.41,594.05,725.76,677.62,705.63,621.61,331.01,583.3,402.91,702.28,442.19,621.57,425.66,604.61,571.96,432.31,544.73,600.02,482.4,371.64,726.16,883.59,872.82,595.37,579.19,478.26,613.87,553.37,806.63,899.54,859.48,686.04,667.3,631.61,419.33,613.76
678.28,708.45,605.47,640.43,306.18,515.08,450.35,730.18,422.56,606.06,435.38,698.76,548.04,471.05,485.76,541.42,509.42,367.79,714.72,826.98,785.64,628.93,560.35,485.1,604.18,596.76,733.51,961.58,884.87,737.46,602.86,644.38,332.82,584.68,724.18,677.49,713.26,620.91,323.39,587.98,400.56,701.9,442.03,620.07,424.79,602.78,570.08,430.55,541.82,598.4,482.49,371.32,725.78,878.87,871.34,593.2,579.26,476.74,615.42,552.98,804.31,896.56,859.22,686.22,665.85,631.48,416.09,604.29
680.17,706.56,600.78,639.75,307.32,512.01,451.25,728.32,422.71,611.69,434.07,699.01,549.6,471.84,486.95,541,509.21,373.35,713.76,830.17,786.64,629.46,561.07,485.32,604.54,595.07,734.04,961.37,884.66,737.34,606.19,644.84,338.87,590.56,725.61,676.21,707.24,619.51,329.68,581.87,401.76,700.73,442.42,621.75,425.55,602.93,571.48,431.68,545.28,600.32,482.48,371.97,727.21,882.26,875.05,592.27,580.05,477.73,615.34,552.45,808.21,897.66,858.77,685.64,667.65,632.58,423.33,611.79
680.5,708.47,599.85,638.89,302.66,513.61,449.3,728.64,423.29,608.82,433.42,698.27,549.16,471.19,485.92,541.33,509.46,368.67,716.16,829.45,786.43,627.05,561.47,485.58,606,595.3,732.7,961.86,886.39,738.36,603.23,647.09,327.96,584.64,726.7,675.58,724.8,619.28,320.79,584.22,400.81,701.1,442.19,621.09,424.06,602.95,571.98,430.66,544.27,599.06,482.94,370.57,726.61,879.07,873.28,591.67,580.89,478.19,616.79,552.11,803.86,896.82,859.11,687.32,666.44,634.56,419.36,608.64
677.18,706.08,600.25,638.31,308.65,512.94,451.82,728.54,423.56,610.95,432.07,696.41,550.18,471.1,485.09,542.14,510.15,371.12,715.76,831.99,787.2,628.22,559.41,485.53,604.9,595.09,731.78,961.47,883.61,736.16,605.1,647.66,337.61,588.35,724.39,672.32,729.28,617.37,332.19,585.13,400.35,698.7,442.48,622.35,423.49,601.56,570.06,430.73,543.59,597.81,483.2,371.45,726.78,878.86,874.08,590.66,579.35,476.46,615.14,550.42,804.44,894.3,855.32,685.09,667.72,633.96,422.64,613.82
675.84,707.63,587.18,637.45,303.1,509.92,449.67,728.2,422.53,608.55,433.2,697.76,550.19,470.27,486.23,540.06,509.12,368.86,714.99,832.51,787.18,625.62,560.65,485.3,605.15,593.83,732.16,961.15,885.97,737.87,602.3,648.09,327.65,584.96,722.65,673.87,706.69,616.38,323.67,583.55,400.42,699.09,442.82,619.11,422.16,602.37,571.21,430.33,543.49,597.68,483.72,370.94,724.41,880.17,872.24,590.73,580.65,476.36,615.91,549.32,800.45,894.05,855.72,685.99,664.83,634.03,423.04,608.24
677.44,705.71,605.48,637.84,308.54,512.88,451,726.23,423.1,611.57,432.25,696.14,550.21,470.76,485.87,540.36,509.33,371.68,715.28,831.23,787.1,626.91,560.22,484.41,605.58,593.37,732.11,962.43,883.2,737.05,606.03,646.96,337.93,587.46,723.93,672.7,703.74,614.92,330.69,582.97,401.35,697,442.13,621.41,420.75,601.66,569.47,429.95,543.54,596.06,484.15,369.7,726.07,879.04,872.65,589.17,580.71,476.41,615.04,548.99,805.17,892.64,854.49,684.48,666.51,633.93,419.84,610.41
679.37,710.23,597.92,639.09,305.53,509.04,450.52,729.43,422.27,611.08,433.96,698.84,551.2,471.06,489.41,540.65,510.26,370.31,716.4,832.63,786.17,626.52,562.09,486.61,606.24,595.31,735.37,964.45,887.86,738.09,604.83,647.81,329.43,586.87,724.56,676,722.28,617.74,320.09,581.28,400.23,701.05,442.37,622.01,424.17,603.64,571.26,430.59,546.09,597.16,484.82,371.83,726.37,880.3,872.04,590.72,581.7,479.07,616.8,551.36,804.19,895.94,858.98,687.56,666.55,636.03,421.5,609.1
678.61,709.63,580.62,640.38,308.32,512.33,452.12,731.03,423.32,612.42,436.06,700.51,550.77,471.95,489.87,542.45,510.76,372.4,716.27,834.2,790.45,628.72,561.53,485.94,606.38,596.08,734.11,966.54,886.97,739.19,608.3,648.02,336.07,588.97,727.98,676.04,710.94,618.25,330.41,584.58,401.52,699.89,442.12,620.97,424.98,604.32,571.23,431.22,547.21,598.03,484.56,370.25,726.06,880.15,872.46,591.47,581.84,478.3,615.33,551.07,805.69,896.23,859.49,686.68,668.64,634,419.2,610.12
681.45,712.27,590.69,643.41,308.71,514.38,451.57,736.05,424.54,610.7,438.76,702.52,552.99,473.55,492.67,542.35,510.85,369.75,717.7,836.76,791.06,630.13,563.5,488.43,606.9,599.21,740.88,969.02,890.23,741.61,605.87,648.98,331.94,589.79,726.85,678.72,729.86,623.11,326.46,583.11,401.99,704.35,442.6,619.98,427.9,608.29,572.39,433.11,548.61,598.59,485.97,371.68,726.13,883.36,874.67,595.43,582.66,480.39,615.7,553.62,807.99,898.18,862.38,688.97,666.77,634.42,424.36,613.28
677.7,711.56,595.01,642.8,309.06,515.59,453.1,735.67,424.86,610.8,438.84,702.66,553.35,474.63,491.53,543.33,511.9,374.67,717.6,837.42,791.46,631.88,562.26,487.33,606.5,599.13,736.09,969.54,889.9,742.4,606.94,647.15,338.74,588.91,723.79,678.05,724.42,624.27,333.16,593.95,402.05,704.33,442.44,617.79,427.84,605.92,572.81,433.26,549.63,598.38,485.53,371.21,724.36,882.1,875.65,595.44,581.16,476.83,614.76,553.84,807,896.25,860.97,689.58,666.27,631.83,419.33,606.64
680.16,712.51,588.01,644.12,308.79,515.11,451.68,736.64,424.35,609.14,439.06,701.96,552.56,473.19,493.11,542.95,511.07,369.53,719.41,837.36,793.44,631.3,563.55,488.11,606.11,599.81,737.17,970.54,890.62,742.6,605,648.35,328.12,589.83,723,679.49,730.81,624.23,326.72,585.63,401.26,705.08,442.44,618.22,427.8,606.98,570.86,433.54,548.03,598.1,484.55,372.48,723.36,881.08,874.97,594.83,581.38,478.46,614.45,554.02,805.88,896.25,860.6,689.73,664.62,632.11,424.84,608.03
677.38,712.53,584.98,642.82,310.14,518.6,451.63,734.27,424.23,608.29,435.83,701.15,551.46,474.24,490.51,543.59,511.11,372.41,718.13,836.7,792.9,629.74,562,484.62,605.78,597.08,735.56,969.37,890.36,741.05,606.29,646.05,336.79,587.52,721.4,676.37,699.97,624.69,328.14,589.01,401.79,702.4,442.25,617.4,424.96,604.21,571.51,433.55,547.31,597.83,484.43,370.84,724.78,881.49,873.84,593.68,579.87,474.77,613.42,551.99,805.05,893.45,858.97,688.87,663.35,629.19,421.92,604.71
679.54,712.32,581.55,645.36,306.78,516.32,451.33,734.54,423.44,608.39,436.91,700.57,550.3,474.49,491.3,543.2,511.33,369.93,718.26,837.05,793.23,631.03,563.34,486.6,606.25,597.41,735.55,968.94,889.42,740.76,604.08,646.22,330.9,589.37,722.01,675.46,682.07,624.19,322.82,581.79,401.55,700.67,440.41,617.62,424.02,606.16,568.92,434.15,544.78,595.62,485.03,371.46,721.85,879.65,869.13,595.04,580.94,476.05,614.82,551.58,805.32,892.31,857.3,688.69,661.9,628.97,420.64,607.8
675.4,711.45,585.37,645.7,310.24,515.24,452.71,733.19,422.93,607.69,434.62,702.27,550.34,475.93,488.19,541.53,512.13,373,716.33,836.86,790.83,633.73,563.18,483.67,605.79,596.21,731.55,964.54,887.63,740.63,605.08,643.91,336.01,587.97,718.42,673.32,697.51,626.76,328.8,588.64,401.78,697.41,439.93,618.04,422.27,606,570.33,434.31,546.9,596.7,485.17,369.98,722,878.51,868.41,594.87,581.96,473.43,614.38,550.36,803.52,889.12,855.79,687.53,663.53,627.53,422.82,607.13
676.59,710.95,577.94,649.63,307.66,514.76,452.48,733.62,424.28,608.29,436.33,703.2,550.29,476.91,490.28,543.01,513.61,371.16,716.85,836.12,790.18,635.36,566.34,486.61,607.58,597.87,732.68,964.51,887.31,742.33,606,646.18,332.36,590.48,719.02,672.6,716.31,630.14,323.91,581.17,401.99,697.56,440.18,617.98,424.03,606.82,569.51,436.48,545.67,596.62,486.29,372.59,722.07,877.67,867.26,599.56,583.58,475.96,615.47,551.9,801.59,887.77,854.9,689.67,663.02,629.16,423.11,610.52
673.49,710.68,587.01,649.3,308.84,510.45,453.24,730.42,422.26,610.05,434.8,701.82,551.23,477.92,488.91,540.79,513.6,375.35,715.66,836.35,787.55,639.17,567.21,484.29,608.54,595.6,732.98,961.48,887.71,741.81,609.56,645.07,337.92,594.07,718.75,674.57,712.55,631.82,329.29,583.5,403.22,698.11,440.97,618.9,425.87,605.3,571.72,437.51,550.99,596.79,487.48,372.82,721.34,876.2,870.07,599.71,586.84,474.77,616.81,551.75,803.08,890.03,855.44,689.25,666.86,630.18,421.09,612.97
678.43,712.22,600.2,650.86,307.3,513.56,451.06,731.89,422.61,608.85,435.08,699.68,549.79,477.47,490.71,541.69,515.24,370.88,716.42,834.78,789.9,638.98,569.41,486.92,609.74,596.96,734.17,964.79,888.49,742.4,609.48,646.3,333.97,593.3,720.41,673.19,718.31,631.21,320.01,585.97,401.28,697.9,441.27,618.2,425.15,604.41,566.59,437.09,548.01,597.54,489,369.75,721.97,875.03,869.76,599.34,588.2,477.84,617.03,552.1,801.28,888.9,856.41,689.29,668.08,629.52,424.04,611.92
677.79,712.9,595.81,649.2,309.02,514.38,452.49,731.48,421.28,611.15,434.28,700.68,553.04,477.07,492.92,541.91,515.62,373.93,718.32,839.31,791.76,639.77,570.98,484.68,611.03,595.03,737.85,965.83,890.39,741.04,614.94,646.46,340.07,596.82,718.18,670.45,705.93,631.55,326.27,585.39,402.33,694.57,440.64,620.3,423.93,603.93,569.74,436.92,553.63,597.9,488.78,369.49,723.51,877.62,869.12,600.99,588.19,476.88,615.3,551.47,806.36,888.35,857.11,687.64,669.25,628.75,424.38,610.05
678.15,712.62,593.23,650.81,307.75,510.97,451.05,732.07,420.06,608.79,434.76,698.37,551.73,476.08,494.44,543.49,516.98,371.24,717.76,839.9,790.69,636.5,571.19,485.7,610.86,598.51,736.29,964.76,888.9,742.8,614.58,648.46,338.16,594.25,718.87,666.3,690.49,631.17,326.65,583.27,401.39,693.16,439.45,617.35,422.6,603.87,566.65,435.3,551.13,594.96,490.94,370.48,719.59,870.31,862.32,598.41,587.44,477.51,614.97,552.79,804.07,884.37,854.1,690.16,667.08,628.6,428.95,606.38
679.69,711.73,589.43,648.46,314.39,511.44,453.2,730.92,420.81,610.23,433.01,701.76,555.05,477.37,495.62,542.69,514.39,375.8,718.45,844.17,792,637.8,569.43,484.62,609.42,597.06,739.14,964.87,890.9,740.96,615.44,647.31,344.94,600.32,717.91,667.58,690.73,630.64,324.98,583.05,401.8,692.93,441,619.56,423.34,604.38,569.15,434.31,556.29,597.17,488.74,371.93,720.64,872.21,867.13,599.09,587.12,477.18,615.46,551.92,805.99,888.04,855.12,688.82,669.14,629.22,429.8,609.38
674.52,709.66,584.29,647.01,308.72,510.84,450.72,730.52,420.09,605.68,433.83,698.35,552.34,475.53,493.85,542.74,514.61,373.71,714.52,839.95,788.48,635.17,565.38,483.64,606.59,597.9,735.81,960.67,887.4,739.46,612.04,644.81,345.14,594,717.2,664.53,712.36,626.94,329.95,584.53,400.67,695.35,439.69,617.57,422.82,604.79,567.51,431.88,556.32,597.16,489.35,366.93,716.94,872.97,863.28,593.98,585.93,475.9,614.05,551.2,802.85,884.81,853.52,691.2,667.22,630.78,426.12,601.51
679.76,707.13,599.82,647.71,310.52,508.42,451.8,731.39,421.1,609.57,435.67,703.01,553.36,475.21,494.55,542.68,513.64,372.2,715.9,842.3,789.6,635.26,564.02,485.88,605.84,598.93,735.88,961.58,887.18,738.79,612.99,646.39,347.71,594.49,722.25,664.84,706.42,628.22,324.96,580.8,402.1,697.35,442.37,620.51,424.42,609.32,570.91,433.04,556.57,599.52,487.23,371.5,717.98,874.14,865,596.74,584.37,478.46,613.67,553.04,804.6,887.87,854.06,689.2,669.71,632.58,431.77,610.8
677.73,707.18,602.35,645.95,309.98,507.97,451.85,730.71,422.06,609.77,435.47,703.4,553.75,474.48,494.62,543.7,511.67,376.52,713.35,839.27,789.09,632.94,562.15,484.42,604.78,598.69,736.22,961.02,887.88,739.91,613.21,646.17,347.47,595.24,723.26,667.09,710.62,627.37,331.21,579.88,401.38,699.23,442.9,620.9,424.63,607.13,572.17,432.8,558.08,598.48,485.1,368.87,721.78,876.19,867.23,594.62,580.86,477.66,612.45,554,805.49,890.93,856.15,690.18,668.23,632.78,431.82,609.05
679.76,705.7,602.64,641.35,309.15,511.95,451.31,729.48,422.29,611.76,435.23,697.86,553.5,470.92,491.47,543.26,509.76,371.58,715.34,836.51,788.33,627.04,556.97,488.73,602.21,598.17,734.87,963.65,885.24,735.22,610.68,645.44,341.16,590.34,728.67,666.88,695.3,623.08,324.04,582.7,399.61,699.83,441.42,623.52,425.2,602.77,572.31,430.24,554.73,598.41,482.05,371.16,722.65,876.49,866.39,591.78,575.22,479.35,610.67,553.84,808.51,893.06,856.26,686.82,666.74,632.14,426,609.87
677.92,706.92,577.08,634.95,309.85,510.77,450.77,729.24,421.72,609.95,432.38,695.62,554.27,469.02,492.65,542.58,506.48,374.87,711.34,839.66,787.46,622.74,555.01,482.91,599.99,594.96,735.15,961.25,885.5,733.56,606.38,644.54,347.31,587.48,723.9,667.91,723.19,617.9,327.62,583.2,399.66,698.64,442.31,619.74,424.7,598.33,574.03,428.8,555.95,597.8,479.51,371.05,722.87,879.65,867.63,587.7,571.19,475.16,608.21,551.2,806.63,891.59,856.05,683.47,664.77,629.1,432.88,603.45
679.15,705.34,601.25,634,308.45,509.22,448.94,728.01,421.53,608.34,432.99,692.43,552.89,466.61,490.14,541.74,506.19,372.02,712.48,836.6,785.92,620.7,553.5,484.01,599.37,595,735.65,963.16,883.41,729.16,603.55,644.02,340.1,586.43,724.93,667.2,716.41,613.47,324.72,583.55,398.38,697.71,441.74,620.37,422.54,597.14,571.97,426.9,553.37,595.86,477.86,370.88,719.97,876.94,866.61,586.25,569.7,476.04,607.53,551.03,805.45,892.77,854.87,680.86,662.36,628.66,425.2,609.13
675.64,705.76,591.96,630.93,311.19,506.41,449.66,726.42,420.22,608.53,431.58,693.32,554.49,467.3,489.71,540.88,504.07,375.26,710.77,837.08,784.7,619.54,553.31,480.87,598.17,592.9,734.48,960.91,884.38,727.65,603.84,642.64,346.3,585.64,723.51,669.28,714.61,611.46,329.24,583.07,398.52,698.79,441.62,618.14,424.79,596.49,572.61,426.61,555.34,597.52,476.58,369.22,720.65,879.05,867.26,585.04,568.24,473.02,607.08,549.55,804.73,892.14,856.78,678.41,662.15,627.6,429.34,609.42
678.03,705.33,602.45,631.41,308.4,510.92,448.31,727.9,421.59,607.08,432.82,691.02,553.08,466.32,489.56,541.37,506.33,370.72,712.38,836.26,786.13,619.15,552.08,483.9,598.22,592.77,735.63,961.85,882.93,725.44,600.9,643.59,338.69,586.92,725.37,669.87,732.23,610.33,325.04,585.28,397.05,699.27,440.48,618.48,424.52,595.93,572.52,425.63,552.29,596.35,477.44,370.23,720.08,878.23,867.95,585.92,567.9,475.65,607.59,549.4,808.42,893.36,855.94,676.92,660.96,627.72,424.68,606.15
675.88,706.96,580.15,630.69,311.41,507.13,449.16,726.29,420.91,608.19,431.03,692.5,553.91,467.05,487.95,540.48,505.31,372.98,710.83,836.66,786.33,619.64,552.6,480.5,598.34,591.27,733.57,959.49,883.15,726.65,602.21,641.96,346.09,586.09,723.28,669.85,695.1,608.95,329.19,581.81,397.32,697.6,441.13,619.58,423.84,595.22,573.74,426.41,553.61,596.47,478.42,368.26,722.6,879.67,867.76,585.96,568.41,472.3,607.12,547.45,805,892.19,855.96,676.43,660.94,626.91,430.81,607.4
677.66,707.66,588.61,633.52,307.05,511.02,447.53,728.97,421.21,607.25,431.91,690.86,552.09,466.35,488.9,540.56,506.56,370.4,713.42,834.81,788.17,620.21,552.39,485.42,599.97,592.55,734.28,962.59,883.44,725.63,599.59,643.56,338.32,584.94,724.59,668.51,711.96,609.93,326.34,587.57,395.05,697.98,439.87,618.49,422.11,595.63,571.55,425.8,550.94,595.77,478.37,369.03,721.77,876.85,867.32,587.09,568.37,474.16,607.89,548.8,806.47,891.58,854.54,675.82,660.54,627.39,422.4,607.7
676.53,707.51,590.61,631.15,311.11,506.44,448.82,728.57,420.39,607.78,430.15,692.49,554.23,467.02,488.23,540.39,506.53,372.72,712.78,836.98,788.95,621.61,552.03,481.46,600.54,590.68,732.15,962.67,883.6,727.16,601.04,643.28,344.59,584.58,722.51,669.1,708.38,609.59,327.77,583.25,397.28,696.46,441.46,619.76,422.41,594.98,572.07,426.11,551.38,594.92,478.88,368.07,722.91,879.95,868.69,586.92,569.13,471.92,607.36,546.64,803.36,890.83,854.05,675.33,660.3,626.36,426.78,608.6
678.5,707.92,601.46,634.1,309.46,508.03,447.76,728.92,422.01,606.94,431.32,691.2,551.46,466.11,487.12,541.81,508.09,371.63,714.4,835.07,788.71,620.65,553.1,485.13,601.01,591.9,732.94,964.85,884.6,726.44,600.53,644.56,336.61,584.74,724.37,667.69,731.12,609.06,323.82,585.46,396.04,697.42,440.66,618.7,421.61,595.33,571.44,425.97,547.41,595.5,479.22,368.74,721.72,876.58,866.32,587.88,568.88,475.33,608.44,547.62,803.14,891.62,854.2,675.47,660.76,627.8,423.57,607.22
678.81,707.37,584.26,633.22,312.54,508.21,448.69,727.76,421.48,609.35,431.64,692.11,553.61,466.91,487.51,541.17,507.86,373.95,713.9,836.86,788.29,621.94,554,482.71,601.57,591.48,733.44,964.17,884.05,726.92,603.49,644.29,347.29,586.21,723.45,667.46,723.89,609.95,330.43,581.14,397.55,696.19,441.69,617.62,420.04,595.4,571.52,426.75,549.28,596.14,480.85,370.84,722.3,878.62,869.39,586.72,570.08,474.17,608,547.35,803.32,891.83,854.16,676.42,663.07,627.87,428.03,605.22
676.95,708.47,591.58,634.09,309.24,511.92,448.55,730.2,421.36,607.97,431.21,692.7,552.88,466.93,488.34,541.04,508.48,372.95,714.73,839.69,789.68,621.59,554.3,485.19,602.09,592.63,734.74,965.23,885.8,727.73,602.56,644.88,336.63,586.64,725.27,669.64,731.53,612.82,323.49,587.39,396.81,698.41,441.05,618.34,422.96,596.54,571.31,427.49,548.2,596.5,480.4,370.04,720.61,878.57,868.05,588.11,570.3,477.27,609.7,549.53,804.27,892.29,855.55,676.9,662.46,628.4,421.13,609.07
678.68,707.85,580.51,633.52,312.69,511.41,449.06,729.62,422.38,608.6,432.75,692.96,554.62,467.48,490.11,541.77,509.46,373.9,713.17,842.13,789.75,622.77,555.53,483.47,602.25,592.78,734.95,963.77,885.46,727.46,604.34,643.62,346.31,587.07,722.02,669.52,701.84,611.22,329.78,583.15,397.19,697.25,440.4,619.57,423.05,597.35,570.45,427.39,550.22,598.34,481.15,368.86,722.93,880.48,870.84,587.65,572.73,475.28,609.02,548.83,805.01,891.32,855.06,677.09,663.58,627.29,427.76,609.93
680.58,708.21,588.95,634.85,308.71,515.41,448.74,730.65,421.8,608.57,434.01,693.8,552.49,467.74,489.63,542.03,509.28,372.1,714.67,840.7,789.72,622.36,555.27,485.64,602.15,593.5,735.52,964.53,886.97,727.52,604.3,645.16,337.35,588.12,726.54,668.85,712.16,613.88,325.13,585.91,397.72,698.95,440.43,619.37,424.39,597.56,570.3,427.78,548.64,597.42,481.86,368.96,723.14,879.25,869.25,588.67,571.86,478.39,610.84,550.33,806.86,891.69,855.86,677.74,662.78,628.26,421.3,608.02
677.28,707.97,587.98,635.47,308.73,512.88,449.65,728.9,422.48,608.75,433.16,693.75,552.15,468.86,490.24,541.21,509.63,373.73,713.68,838.4,787.79,623.66,555.83,484.52,602.74,593.56,736.92,963.88,885.47,728.73,605.44,644.37,346.12,586.71,725.02,668.29,692.31,614.22,334.39,587.37,398.25,697.27,441.83,619.21,424.12,598.12,570.85,428.67,549.39,598.25,482.32,369.64,722.3,880.96,869.42,588.62,573.25,476.12,609.74,549.86,806.6,891.22,855.4,678.82,664.78,628.21,430.43,609.51
678.15,708.42,581.22,636.47,310.55,516.33,449.69,729.75,422.83,608.45,431.98,695.37,552.78,468.84,487.8,542.28,509.14,373.41,715.48,839.37,790.88,622.88,556.26,487.32,603.69,593.9,736.28,965.39,887.09,730.42,605.98,645.75,341.07,589.12,727.32,668.49,717.97,615.75,324.18,590.12,398.42,699.24,442.2,620.59,423.07,599.17,571.45,429.87,548.51,598.24,482.54,369.97,723.31,878.44,870.45,589.23,573.84,477.61,611.5,549.91,806.89,893.27,855.77,679.49,665.72,630.3,421.75,612.63
678.34,706.4,588.96,637.21,309.74,512.87,449.62,727.66,423.33,608.65,431.96,693.9,552.24,468.83,488.47,542.3,511,374.08,714.5,837.69,789.61,623.05,555.84,483.69,603.34,593.44,734.8,964.84,884.43,729.1,606.08,644.68,344.85,587.35,724.97,666.3,693.93,614.34,331.07,583.1,398.22,695.03,442.59,620.07,420.35,599.61,569.29,428.46,547.81,597.14,484.38,367.3,722.59,876.6,870.09,587.64,572.9,476.88,609.99,548.04,804.78,890.92,853.74,679.78,666.12,628.29,426.88,604.89
677.91,706.71,596.95,637.57,310.95,513.06,450.57,728.68,423.44,609.63,431.78,698.51,552.17,470.64,487.82,541.41,510.57,375.07,713.65,837.02,788.62,623.86,556.53,485.13,603.36,593.84,733.67,964.14,885.89,730.41,607.12,645.27,339,592.53,726.4,667.16,712.46,616.56,321.49,589.29,400.24,696.62,442.92,621.13,422.33,602.11,570.26,430.76,546.18,597.55,483.68,370.57,723.07,878,868.87,589.59,574.62,476.01,611.23,549.05,805.14,892.05,854.49,680.33,666.78,630.11,426.85,612.21
676.85,706.63,600.34,637.4,310.38,511.26,450.32,726.03,421.45,607.55,432.58,696.87,550.5,469.48,487.27,541.04,510.82,372.73,712.74,833.17,786.88,624.11,555.82,484,602.06,593.69,731.78,962.77,883.09,728.69,606,643.39,344.95,586.46,723.35,665.01,701.15,614.62,331.9,582.63,398.48,694.35,441.48,619.39,421.59,602,568.53,429.55,547.29,597.15,484.4,367.3,721.05,875.65,868.16,587.16,574.18,476.2,609.58,549.24,802.79,890.37,852.18,680,664.4,628.45,426.71,607.24
678.08,706.4,582.48,638.75,310.18,512.53,450.89,727.88,422.06,608.34,431.29,699.71,552.22,470.6,487.42,540.82,509.86,374.61,713.49,834.74,788.48,623.34,556.48,485.62,602.87,593.2,734.48,962.57,884.87,730.84,607.7,644.11,340.11,591.97,724.55,668.27,702.53,616.75,324,587.96,399.63,696.75,442.37,618.63,422.47,603.71,571.58,430.27,548.2,597.32,483.34,369.57,722.38,875.62,868.04,588.97,574.74,477.21,610.98,549.24,805.25,892.17,854.35,680.74,665.41,629.51,424.86,610.4
675.65,703.41,580.35,638.51,310.32,512.95,449.28,723.83,421.47,606.77,431.02,696.57,549.2,470.35,487.14,540.6,511.14,372.91,710.91,830.08,785.35,625.11,556.14,482.7,601.18,591.99,729.92,959.52,880.73,727.82,604.76,641.02,342.78,585.36,721.23,662.83,702.12,613.94,334,587.11,397.62,693.18,440.25,618.45,421.72,601.41,567.17,429.5,546.24,596.78,483.61,368.18,721.99,874.84,865.9,587.54,571.93,474.51,608.93,548.07,802.77,887.6,851.1,679.17,663.1,625.77,425,605.28
